,omega,tau,p,d,alpha
0,2.400247964468862,0.0700188044714488,-4.999978530884291,-4.99983759075039,1.2362882382361523e-05
1,2.400247964468862,0.0700188044714488,-4.999978530884291,-4.99983759075039,1.2362882382361523e-05
2,2.400247964468862,0.0700188044714488,-0.6989804486272966,-4.99983759075039,1.2362882382361523e-05
3,2.400247964468862,0.0700188044714488,-0.6989804486272966,-0.5229983775344527,0.9999649724709304
4,2.400247964468862,0.0700188044714488,-4.999978530884291,-0.5229983775344527,0.9999649724709304
5,2.400247964468862,0.0700188044714488,-0.6989804486272966,-4.99983759075039,0.9999649724709304
6,2.400247964468862,0.0700188044714488,-4.999978530884291,-4.99983759075039,0.9999649724709304
7,2.400247964468862,0.7999966616122908,-0.6989804486272966,-4.99983759075039,0.9999649724709304
8,2.400247964468862,0.0700188044714488,-4.999978530884291,-0.5229983775344527,1.2362882382361523e-05
9,2.400247964468862,0.7999966616122908,-4.999978530884291,-4.99983759075039,0.9999649724709304
10,2.400247964468862,0.0700188044714488,-0.6989804486272966,-0.5229983775344527,1.2362882382361523e-05
11,3.798136579655672,0.0700188044714488,-0.6989804486272966,-4.99983759075039,0.9999649724709304
12,2.400247964468862,0.7999966616122908,-0.6989804486272966,-0.5229983775344527,0.9999649724709304
13,2.400247964468862,0.7999966616122908,-0.6989804486272966,-0.5229983775344527,1.2362882382361523e-05
14,2.400247964468862,0.7999966616122908,-4.999978530884291,-0.5229983775344527,1.2362882382361523e-05
15,2.400247964468862,0.7999966616122908,-4.999978530884291,-0.5229983775344527,0.9999649724709304
